video_id,category_id
QuWDdGfeRbs,22
QuWple6WhE4,24
QueiFeH1A2c,10
QuvSOXT-Z68,20
QvCHrGOdAWM,10
QvcRWSm04CY,20
QvccdbGDCa8,27
QvhZoJ8Ix0E,10
QvolowmwhB8,10
Qw4R900yT3g,17
QwCOLuecsWs,2
QwGO-mQKulM,10
QwHKwlwx5Ds,20
QwSzgVycmNw,25
QwdEZBuyG24,23
QweaR4nDikM,24
Qwf7PvHL6uw,22
QwjaLja5ITg,17
QwrmbXPixO0,20
QwzvNAAqH3g,1
Qx-EBPzKqOY,17
Qx0tbb233p8,10
Qx3RfdAdCpQ,10
QxC9Y2SB-pk,24
QxaIgL3nNw0,1
Qy2VizxNDZE,25
Qy6cAyHXrE4,24
QyBGzYkHLRk,10
QyCq3UeBIeU,20
QyKe4VXDx5I,10
QyL9P1ccy-w,23
QyTEZ6z81DY,10
QyllrKME4EU,20
QypWGkr7diY,20
QyuO1k-LRzg,26
Qz9gmiLBVFA,10
QzbCyBNdlOM,24
QzeJI4iwndw,17
QzfWrcZPiC4,22
QzjnugM8RXM,17
R-8HpqMPVHo,22
R-AfGLjSkbo,24
R-CM_yPJDD0,26
R-Yq1AlIwsc,17
R-Zyud8xh2c,22
R-gZnTs5H3Y,2
R-jYAmRGmnc,17
R-kluI9wfs0,17
R-rtCwFhspc,24
R07JhnoqR2E,10
R0B-wswTHoM,10
R0Jr9k6NIvI,28
R0OSDeEfv2A,24
R0R0gSE1jmM,20
R0Ug47zFoAo,25
R0bwMMRTTY8,17
R0i3vReTgsk,24
R0vu5QfsD5E,10
R0wayL8fBYU,17
R11GLzL44Xs,24
R18FGU7QPvI,17
R1EwKwayzLM,10
R1G6-RUz3OA,10
R1JXxxm3thE,10
R1KHg6ijhN4,10
R1Kg49UIq38,20
R1TS7qYXheM,24
R1nYguwrlVg,22
R1o2ss2THzQ,24
R1pAN25AAXs,10
R1ppmV33o0M,10
R20kWqP9HcU,10
R2R-4BKYEro,24
R2ir3viLzg4,20
R2lEXiTcGy4,17
R2tv7_9c9Bo,17
R2xuAfYBP7o,22
R2yH34ou2JY,22
R3-V1ZSnvNU,10
R3-qrPV-XZ4,24
R3-vAgFitoc,20
R3543qBs44A,17
R3HndXvTHYs,1
R3JNhCa8iy4,20
R3KrwgpI6oM,17
R3V4sAXUJ-g,10
R3t78CfkIhc,20
R3xkqGJhrMA,24
R4HEAlPPBxo,22
R4LyvUYb2mo,24
R4R14vEC-g0,10
R4Sy8y4NRZ0,23
R4TnoRUw2L8,17
R4Y7JIQlv20,2
R4qVtYAE0jg,24
R5J-Pdb9zl0,17
R5KLddEZBQI,20
R5Nl4q0DkSY,23
R5Up3RzwhdI,24
R5WlB2i60y8,10
R5YGUlObfhU,26
R5a7sKjDo4g,1
R5bzQpMYgvs,27
R5cWA6Al7m0,22
R5hDI4M-VjM,23
R5laCtfeuTw,10
R5zay_HxjuE,15
R6HA8lGJ1-w,20
R6Ls9RMxaqU,26
R6VuRbc3mTg,20
R6W0Gpbc2iM,23
R6X8QXc4xk4,22
R6_PdFfgNvc,20
R6j95W-kwy8,24
R6nBylXz7Kk,27
R6nyGCPqpPw,26
R6o8OKMSMhg,10
R6u0TLhbHqc,22
R70kSf3Cqxw,17
R74eJFUUPnk,15
R7BWWStztzw,2
R7LJe4ZWS-8,17
R7MQBhkfoI4,20
R7MkhxPEDcw,20
R7RFXViySvY,24
R7au22YFdmw,20
R7d6wJxV9So,24
R7dwvd32tbU,17
R7eRBTKVe-4,28
R7faTko3SpQ,17
R7klyFU_6xM,20
R7l5OAgnck8,10
R7mKSbrlGw8,24
R7pmsUF2NFA,22
R84W2hbmaKk,23
R8EPy6M-O3Y,2
R8OKD6hCbKo,24
R8PLpIuFMic,17
R8USK3hqZZ8,24
R8W7-OCqYlA,24
R8mntJ2-D3o,25
R8qH7JlgSd0,17
R9DWTt37khU,20
R9Ipj-Sr0ms,24
R9JpVPlOaR0,17
R9Y-wxDTKZk,1
R9dbml7hKhM,17
R9lBtwvfzF4,23
R9q34hWrOEE,17
R9qPCRR7p-I,10
R9zCNdY809o,2
RA4cqC2TLXA,20
RA4o5vF2MQo,24
RA86c9veerc,10
RAIa5CL7dUA,24
RAMpyuJBbnk,24
RAOk-GM3C08,24
RAYFXblKn4c,20
RAlI0pbMQiM,24
RAngDvDhCCQ,17
RAoUdFDEUnM,22
RAoe0VtwB0o,22
RAw5aTmf9Og,20
RAx8BRAcjZw,17
RB9sXKVUa_s,10
RBBv-JT0-gE,10
RBCF3cmBMAk,20
RBajScU7VUg,17
RBfaTLqsBBI,25
RBi3bgF5sfM,22
RBjy2XfDKZQ,24
RBntocXDZ50,20
RBrFJW_IFdw,17
RBxkRKZ34yo,28
RBzsw-FjkI0,20
RC-7bOjdiRw,10
RC5EXFmzEs0,25
RC8zkU_uSW4,24
RCKuFJ9r4YU,17
RCNB3etimrY,24
RCsEKvz2mxs,24
RCtMVgOFcqA,10
RD0tu1cXg4Y,10
RD10oBVzmPE,17
RDBHlbQkIYY,22
RDDdNlUKfFk,24
RDIV-1WbI8c,20
RDdomQ8tt4U,20
RDjvxXVlLSg,24
RDkKm6UtbTg,22
RDlfCPRYC78,20
RDn9Wxj1L1g,17
RDo885p6F00,24
RE-xp16EFXM,24
RE2fa7JagLU,22
RE4c5uk1dKw,24
RE5Cn1i6WJc,24
RE9WahGY75g,17
REMG1bdD1jw,1
REgEK0vrGYQ,23
REpwjTodqA8,17
RFLWDorG-mg,17
RFLqlHFoI3M,24
RFPlWijl_m0,22
RFQRM1B2AKA,24
RFVj97MoSAM,10
RFb7tkxlV-g,24
RFmhqe9hND8,10
RFonaF25hUY,10
RFrHOyJl8Sg,23
RG1ZA8YVnCw,24
RG2aOpCQQSA,20
RGliq3eJZPs,19
RGpwYKk7KK8,25
RGqG1efdTUk,23
RH1hZ7ECNok,17
RH896XHPtdo,22
RHJM0WIQpzM,23
RHQe-UsmC_0,20
RHSglqq5bho,17
RHZSeVQ1JWQ,10
RHbxSV17VVM,17
RHef3bY5a94,23
RHuC7YakdSs,10
RHw1a0WESuA,10
RI0Q09_ryMI,10
RI1ZGyqtocQ,24
RI2szJL0jY0,22
RI5X16nZB08,10
RIChaBtigl0,24
RIWbYeXQdQ4,17
RIevWd_4Sig,17
RIlRS8tKcpM,1
RItR1fugq4c,22
RIzQ-V6bJ-8,10
RJ0jdO5ZfU4,20
RJ8p8wG3KqU,20
RJFNrdfvHbY,10
RJOczcJArTk,17
RJm3LSnr2_A,22
RJrU2YixaMo,24
RJtdMa031D8,10
RJvk9aezV8I,20
RKY4dpsVNzM,24
RKj9DTKXss0,17
RKjJMC3fVYU,17
RKl95D37c1Q,24
RKwW1_EUVkc,2
RL1oFTz-NvA,17
RL42Yl4LS6c,17
RL9q1peVIqI,15
RLIf8YEqJPA,24
RLPZns-gRk8,10
RLRdDm9J8uk,23
RLXcq9g895M,25
RLZEr_uA8FY,26
RLZha6G8qXI,24
RLduHOGOUwM,24
RLecv6aZiEk,10
RM6PN_1jkpw,17
RM7KNOb_oHs,23
RMN8UYN9sfU,17
RMU0BakfCss,20
RMhnnBnYHh4,19
RMhvDrUx9d0,17
RMq2sEIlY3o,20
RMx_CG2Zk9c,17
RN8BjKfiOnc,10
RN8uoBwRr1k,24
RNKX645b6s0,26
RNVx_r1k4DM,17
RNan2TapjWc,17
RNg0JCC26oU,26
RNi7y3HBRz0,25
RNprQYHenNI,10
RNwtz6VQiw8,23
RNz427j1qXg,24
RNzQdcPWWX4,10
RO0Q5MrkyXg,27
RO7B5tu2RzA,24
ROgegLriF4A,17
ROzw2mkH0Ic,28
RP5YqofrD98,23
RPEntBOmgi4,24
RPSoD5ruVhY,17
RPZmv0qauhg,17
RPfElj5AZIQ,10
RPqQE_hatWU,17
RQ24n5PIcak,24
RQ6Cz3-aYak,10
RQBu51kZFtI,17
RQHqvjHqNLA,17
RQKk7QpmvsA,24
RQYX8TLSeTE,26
RQcMqHA8VPk,24
RQjEbkV-9ZM,24
RQoo7r9BPY8,17
RQqJeIyyQBs,10
RQuql9qMgiI,20
RR0pdR31Rmk,17
RR2dlAnP0-I,1
RREOsYR3xqE,25
RRhjdYsNwAk,10
RRkaWQJFkBQ,28
RRtMkfjuWkI,10
RRwllXu26q4,24
RRzbX1xZjV4,2
RS7O1Rar1E8,19
RS9jRyYFFQM,22
RSNOHmukZ4o,10
RSQZxfZJB08,17
RS_RN6kBdEs,2
RShO2Ov-yMg,28
RSsLswFF4sM,10
RT6RNiyXFRA,10
RTG0pinH7v4,25
RTPGeptzyIo,20
RTR9Y9DZNJ4,22
RTUqhHrNVLw,17
RTfRhB7kEqY,20
RTg3OpRpx-c,24
RTg3yKCt8kY,17
RTolhovVLMY,24
RTpWYWIfP7Y,24
RUGaUnq6ljY,24
RUJUAHYkBXM,22
RUJan1aU2j8,24
RULLhcyrtBE,17
RUQl6YcMalg,10
RUSnENNpIYA,22
RUYAqIjEHgE,24
RUcLuQ17UV8,24
RUd2v83zZkQ,24
RUfKDgdBmf4,28
RUlMtKmMhQk,10
RUqm7blWtiQ,10
RV2DdfwCMQ4,24
RVB2JreIcoc,27
RVG0qs7eMNE,10
RVH5dn1cxAQ,24
RVOVO9V3dMQ,17
RVca0LuEDaQ,15
RVkzKFGAijQ,20
RVnucQb0vVY,22
RVr3C8nAucA,17
RW-YFnkTznU,22
RW9tP8HJdx4,22
RWCAtXhctDw,24
RWFfyaJ7TwE,20
RWLQxardES0,23
RWQnqzprc3E,10
RWjnC8HSRdU,10
RWqQXIbyWog,25
RX0GTqJzGJs,23
RX4CLpujxU4,17
RXFUMJ3euPk,20
RXFxzl0J45w,10
RXL_MW65ScI,10
RXWDWUsphvs,24
RXWyuO3v4vM,24
RXZy8BbMz_U,1
RXf7clCahh8,22
RXhBjsDLKDM,28
RXpGypeg1HU,10
RXrK6t-Yzaw,23
RXuaCoK-h_M,24
RXvTtbj4naA,20
RY15iROzNe0,24
RY2EujCP874,17
RY2lc2Xpnds,10
RY6j8RzpI5U,20
RY7Q3HPTzkg,17
RYKIURUz7x8,24
RYOFfaG_-Z8,20
RYPa-Y_HpGw,17
RYRkwwHmYYc,10
RYWG7pFOcro,24
RYeM-wgs3jY,2
RYrifDDaqvU,17
RZ4DEn0Ssq4,10
RZ6cL2KufSI,28
RZA6-vfmi-c,24
RZCQFu34fjU,24
RZVSuxh-32k,22
RZW6Y6tuaSQ,24
RZ_SiZ-2cUg,27
RZiIqrKZkkE,25
RZsb2O2ndCk,24
R_DvimEeKOA,24
R_E9n-8lWdA,23
R_QhY-ZmoIA,10
R__R99dI3q0,10
R_rUYuFtNO4,10
R_wscUcbynk,20
Ra9v5ig3S08,17
RaCEnDRvDlY,17
RaRhD_bmVpM,28
RaURGrqFh1A,27
RaWvPrwt0rY,17
RaXvHLRcdn4,20
RaYCAIbWGVg,24
RahsEgZhVfY,22
Rakqwxv_3l4,1
RbIxYm3mKzI,24
RbKJ_S6kqr8,20
RbMxpK_6Rhs,1
RbNgQWkqWz4,23
RbXJHO1as2g,24
Rb_PHl7pz8Y,10
RboyZ9DeCsM,20
RbuzojxNE3U,25
RbvCFxOVqno,20
RbvaTmbXe6w,10
Rc-pFkMAtxE,24
Rc4hUBa-554,24
Rc5FxAGX6nk,10
RcVDLJT2tt0,20
RcqWCoQErWg,24
RcxlCp_rgOw,23
RcyUsrPTjHA,17
RcyeKEuNoPc,22
Rd2ajPh1Qiw,20
Rd83oq4BcLM,20
RdLP3eQ__po,10
RdeARRYKB7Q,22
Re9PSburA-k,17
ReL3kZQvKFQ,24
ReXFKSu21Mc,28
ReY5_bRDBYc,24
ReuDIYYk3fk,28
ReyHWaYfVbY,19
RezB3Pn85yE,10
Rf-0prKREVY,27
RfEbTVnERSg,17
RfZVnGZVV4s,10
RfaWQ_5CoVI,22
Rfao2Bs5rP4,23
RfcY3J6CjgQ,26
Rfed6pJ8TPs,10
RfpZonjw1X4,22
RfqG0Tj8nlQ,24
RfvK0VinaKU,23
Rg1eNxl9Dug,10
Rg41JJwELXM,24
RgTEcryB-V0,17
Rghw9wYwKTc,23
RgxM1Rv7hCs,10
RgzLnmTaCAU,10
Rh7GBOq11kY,17
RhDzWFK_erQ,20
RhHRm11Bl-0,20
RhTeVN2-vQY,23
RhTsVbrlKIU,25
Rh_mIhLpAnA,20
Rhf8qyYtq60,10
Ri8YzA7L7pg,28
RiI4i0lLs3E,26
RiM0moNk74o,10
RiVK_gW7-hQ,20
Ric8IIakmdQ,20
RjGtd_iKU00,24
RjHK4Q-odkU,17
RjRgP8Pk8E4,23
RjXjZu3ooZs,20
Rj_W06TN4mM,17
RjbNMogQw8s,24
RjkWTSKrFyI,23
Rjty-wif0SM,27
Rjz4ovwFeiU,17
Rjz7xVcnoeM,15
Rk6GpvyxLpc,20
RkA_3Jdmb_s,2
RkEuvDW6aQA,17
RkF2M42UNZo,1
RkID8_gnTxw,20
RkLvyQgd8yc,24
RkOs-yR7Ge8,24
RkRLaS9P8r8,25
RkS7fbA5WYQ,17
RkSFaFYoOpA,17
RkeKfu0kfbU,23
RkrF32FVaVA,26
Rkw_b3cEwPM,24
RkzdGqL56_U,23
RkznQjwwmpQ,24
Rl1snEsHP5k,20
Rl2_gkO_ZT8,20
RlAvV86HEak,17
RlMW0WgHSGg,24
RlOk7MXHXPQ,23
RlezhVXsR_I,24
RljdPIfnp0U,10
RlurEo7IeRE,24
RlvQAOwLUgo,24
Rm1BWVnsKhE,23
Rm474GBjswU,1
Rm4nXErG6Wk,25
Rm9t94mpkjo,24
RmTJNtqpGVg,22
RmsqNzH5Dho,23
RmuL-BPFi2Q,10
Rn5GEchE3xs,17
RnCIIoGH8ZU,10
RnDPPFQzoJI,20
RnGLMCOFjFQ,10
RnLAENrODoM,24
RnPtEGieElA,20
RnnZChbdAbA,22
Ro4DGX9Aw3w,10
RoHEZmHZxzM,17
RoOZTKz0TsQ,20
RoSh5yEgcI0,24
RoVyF4Hx2OE,24
RoaLFROXu7c,10
RoajvZv0Lic,24
RobliV7fstQ,24
Rodd58C-37Y,17
RotTKG2qL3Y,17
Rp8NfZpMdX8,17
Rp8b-6sv6f4,17
RpT3etRCyrU,20
RpT8DXxDr80,17
RpgwHvhNwAk,23
RpqQfFQzHmo,17
RptUYTFD1r0,23
Rpx2AlnXsQA,17
RqFLhiaZh8A,26
RqNgZ0cxzOQ,24
RqrrWejHHeI,27
RqzKR8AaTwg,20
Rr0PGsnuCj8,24
RrCXGThvi8M,10
RrIJWk1HF-0,24
RrTDE4NkoYM,17
RrXXl4a_qPc,17
RrZLs7_jPzo,24
RrjsbuU1o14,20
RrtkU7i0qD8,24
RrwQG38ovYw,22
RsDhEh3-9q4,22
RsEZmictANA,10
RsEnknXJgPM,10
RsJixGsuee0,17
RsXBbGTOHBQ,24
RslkMukgMoo,25
RstF2eRsnT4,24
RszDrS6Lt-4,24
Rt1tsHec_5w,20
Rt6U244bLec,24
RtC3aJGe1tw,17
RtYND6JaLe0,20
RtxsJVebOqI,24
Ru5puvX7Sps,23
RuG69hGnnpE,24
RuSAFZpSL_U,17
RuT355lybQE,17
Ru_OOmnf2TU,24
RuhvdaDabpU,10
RunYcYwBtbI,17
RurHZGQtbmg,2
RvCZpUecGOc,17
RvCrvrzBRnw,1
RvQK6cG7bB8,24
RvU-9sE3xu0,10
RvVzKt5sMwU,24
RvZGgjUFAzY,2
RvZm4KhBBFk,24
RvfVtI83PDk,23
Rw7qsAoJs3g,24
RwCV94p8cB4,24
RwNrabxXaa4,17
RwOuXs3R9h4,20
RwYX-FTlotk,23
Rwf7WONI6Rc,20
RwpsKDFUyk8,24
RwrUW102p_Y,10
RwyKC9AkkFA,22
RxALQ8tWb34,17
RxN2b2fs9eM,24
RxN33FlwOYE,17
RxQL1FRkoNM,24
RxgA1zYzw8s,24
RxkvWTjJJ68,10
RxytWppYJq8,24
RxyyX-OEd-I,23
Ry2sJ1qT4Dk,10
Ry3Ym61GBsA,24
RyMOdK9XjL8,25
RyVhdIhYYNc,22
RyeFKbsojyk,10
Ryxa5hvVqyM,25
Rz3438v8vAM,22
RzHH9_g75So,24
RzJ4GoXk6qw,25
RzNLL6jWvmI,20
RzbuusLjh1w,22
RzclmMhZtkg,20
RznLvwK7RsU,17
S--lFTxAVs8,20
S-2B-5Jh89U,27
S-BLx8KOx78,27
S-IK7XwoHtQ,24
S-MbaW0OtMY,10
S-kfjM3vetc,22
S-piv_CzWs0,17
S0LVnxfn5n4,28
S0OEgh0f5Dg,2
S0St1JgC6ks,10
S0eIKWFgIT0,17
S0iXgLF1gGk,20
S0o9Navc9ns,15
S16XfjWnPJ0,20
S1LfRvpuM28,24
S1McNxnKo4I,24
S1SSy7jAmmU,17
S1fNrXZJeBM,1
S1ja7apgzQI,1
S1qouvwANi4,10
S27POypWgwo,17
S2B3Vw2oQB0,10
S2MHTglmAqg,17
S2QGULE5wnc,20
S2dRcipMCpw,10
S2eiPKvG0Ik,24
S2gLndR0nNU,10
S2j2AhlEUr8,17
S2oE6HNQ7AA,24
S2xHZPH5Sng,27
S2xfE4X_jGc,10
S3F1vZYpH8c,20
S3L32B4T5Mo,1
S3ZP-O0pZiw,24
S3lXZilJb6E,25
S3rd442UeWE,28
S3sF9KK8cOs,24
S4KmRZ28hdw,2
S4TMyRfYaoo,24
S4VTgTo95uU,24
S4_cMv5UcYg,10
S4gBEbIgfgc,26
S4nvAymiDjo,17
S4ugBZmctKA,25
S4vKXDKQHk4,24
S50SgJq_Oo8,10
S5EJhdIfF_g,2
S5FgycURm0I,24
S5V9Dv6r5Co,10
S5YU-7EHl88,24
S5_4wPW6jJQ,24
S5eh9ScYdks,24
S5nrtZ5Nuos,22
S5q0u7ML4xo,23
S61ENc51Z1Q,10
S6Ema9BPN1s,24
S6HVbHM5UCo,24
S6R3zF57854,22
S6ULO4oYR2U,24
S6y2FJYekgQ,19
S6zPxvMjzHQ,17
S6zkjSEULI4,24
S72puWIxrzk,17
S758wEniU0c,25
S7BYtBO1ebY,24
S7FKBkzaB4M,24
S7Lu2YIpYs4,1
S7e8Ieyo5yE,24
S7qz36oCCN4,24
S7ygrzzCprQ,24
S7zsqnGO04I,24
S88bJplCfvM,20
S8DcgX0_nfE,20
S8jY6zN3TPc,17
S8oW0QyWnvw,22
S8zRhXNMmwg,22
S985xPL9Xn0,20
S9N8djU0o3Y,24
S9OJDHx6MX0,26
S9QJ2jmQmS8,10
S9f0WoQBWZo,17
S9lsMVu3i1k,28
SA8ZBJWo73E,28
SABJyo1zCuQ,24
SAEauI1FtNk,20
SAL2JZxpoGY,25
SANNCAc1Q4A,17
SAROJPnd_s8,10
SAV6GbzQX08,1
SAViTvABmV0,24
SAid1K_Odno,24
SAjP9HCqk4I,22
SAkZDUFlzkA,10
SAn60UCXGlE,17
SAvxszzfFjo,28
SAwlqiXD2aw,17
SAyyEN9Jbf4,24
SBF_5SyXky0,2
SBQJQNLDUGo,23
SBQlKwZnIFA,2
SBTlRFLt0Vs,10
SBUg3c6G0mE,17
SBXyht45_Ik,23
SBYel-K-PJ0,10
SBcSwJE_RCM,24
SBoAF2fyLwM,20
SBsUraqCIy0,24
SBtX0-Tzr_w,20
SBuzsoYjMDc,25
SCAurdGjUFA,17
SCJ_RRqqi8I,20
SCNBCwPBQYM,28
SCc0Jhk8GmI,23
SCijyd7-wMg,10
SCjEF44cabY,23
SCrO3kS1upU,20
SCz4iKNF-EA,25
SD0-owuwDpE,24
SDVk7m-V950,1
SDa7amtyyAA,17
SDeATRT2JKY,17
SDrGeb6TfOU,17
SE0qt9n1D8s,24
SEIOYBSHUtM,17
SEIoByZOqdg,17
SEOBAIAWZNU,22
SEZPA2VT-YI,20
SElZABp5M3U,28
SEp7gnM0Ms8,10
SEyYyf_YKcE,10
SF3Z-WDfcq8,25
SFFHV1QoOEo,1
SFM9mt1jvmQ,20
SFQxzCNAtcQ,24
SFRRD0bXJ3Q,24
SFVIJNL8ZEE,17
SF_n7CEoYPI,10
SFbd_OEz1xo,23
SFbkCBq68xU,19
SFjtQKbobsQ,22
SFv5fXzc0FA,22
SG6exFSEHVk,2
SGBP3sG3a9Y,23
SGCoJ5SP8rs,17
SGMZhdNdxM4,1
SGQPEavFew0,10
SGQyit4TiSY,26
SGg-AW7Sgzw,23
SH1nCVWdNVc,17
SH9sgaNQg9g,20
SHA41Xu8kgc,23
SH_pDjcQx2w,24
SHfzQMpI5SE,24
SI6Q1XZ5AVw,24
SIHHAp2fPug,22
SIQgRNyKrDk,24
SISXtck01iw,17
SIjAQdMKCvI,20
SJ3b8x63bqc,24
SJ67WqP37uc,17
SJCLR1BjsTk,10
SJNCoQ7_cwk,24
SJOKlqJho8U,10
SJiGPZwDauE,24
SJocHZr7RUQ,24
SJsGISX8O8k,10
SKEdwyEfbzc,22
SKIgdO2jIAY,17
SKJ5JyuP7WY,10
SKMWAYIiPOM,17
SKOMZkOo-tE,17
SKQ5r3AoXKs,10
SKY0E4Mh5O4,24
SKoKqk0Lvzw,26
SKsW0QK68OM,24
SKwwwziBds0,17
SL9aJcqrtnw,24
SLRiuAPITUE,10
SLiNQhQr4G4,10
SLk2-o9jqVA,22
SLnDn8z9FKk,2
SLodqW4UjtU,17
SLwleFQuxx4,24
SM-EWFRUeIw,20
SM90NNF3oMw,20
SMCd5zrsFpE,10
SMWUSgAXuHI,24
SMh8a8uJxjM,26
SMhFTex19DU,22
SMw8kySAXkw,24
SMx57FRpefM,2
SMznsZUGHF8,17
SN0WiRJGBXc,24
SNefSqfYzZg,24
SNpdBUwdvXw,22
SO3-speGvdc,10
SOHU0891eQA,20
SOQVuA2H2EQ,22
SOfnJjAbaoQ,10
SOk6wvU5KBU,20
SPAAKVDDEUU,24
SPRdYBy97v4,10
SPVJeKweiv8,22
SPXsDhNXimY,24
SPdy6kfzDSg,26
SPlKL8vO07k,22
SPrcTTQ6u8w,22
SPrdOUNWxQE,24
SPsVI7ph3kI,24
SPtywMQMymI,10
SQ1jIuCuB5c,22
SQ2iKUqiJiI,17
SQ6ArrIP7aU,10
SQ9n4JNoWE8,20
SQJaAVx4OXU,24
SQRlMmQSRlc,24
SQ_28Iy_UmI,10
SQ_PRX6_TVk,24
SQj1u73rqmw,17
SQt7saNY6-Q,10
SR1nlD_IFkg,22
SR3DVWRwslU,10
SR5wKTWw5c4,20
SR7BA3xEmDo,27
SRSEHt8T4Ws,20
SRT4APk_hf4,22
SRUewOtcpzY,28
SRfk1Hu2X9A,2
SRfzwuaYoHI,23
SRvNEBsOQ8s,24
SRz-ePm4te8,24
SS6z3LzNQ80,17
SS995oQnQAM,20
SSAcha5QfCc,17
SSEi3nGO2JM,20
SSfPwB1nfnQ,24
SSj2MWFxXec,25
SSntAm1hsmI,10
SSnvB073DNk,22
SSqZVjRs4yo,22
SSvIBFMkeXY,24
ST-V5DlSQrA,22
ST1WQpQf624,17
ST5v7-C3iDk,20
STBbk1WBAEg,22
STWugwKl93o,17
STpwzv4oFQY,20
STsWJ63QgCg,26
STsh6Iu3aEw,1
STuRQk8h1qw,22
SU1N9mx4jsM,22
SUCSAKGZOjk,25
SUXyWzqJu8I,20
SUY4sFIiDlk,22
SUfjtKtkS2U,25
SUrPoSKW3lE,24
SV298qQHR90,10
SVBiiub-lYM,20
SVC1O243q44,24
SVGfMFie5yo,17
SVZC5lxyz_Q,23
SVdTANAb0LY,24
SVrXof3EN54,26
SVsMN5WUL6g,17
SVshRi2tCtk,22
SW2FbzmMOV4,24
SW2MRYvt9eA,22
SW6ou_qOTVM,17
SW8kMLvj4oQ,23
SW9jF9cnG2k,17
SWN55iIrK54,22
SWc-_NYzi6o,24
SWlnzF8bFXM,2
SWvxAVfkyjQ,22
SX7qn92m8wE,20
SXEP_RJnquo,17
SXIq6yez5hc,20
SXJGTnVfJic,10
SXJ_n_Rpya8,22
SXUOyJPWuHA,24
SXVjltC4ZGo,20
SXcR0w0CnmM,24
SXmUT3M___c,10
SXnXJi4s7p4,22
SXqnzLxdFK4,17
SXrOuIhoslA,26
SXv28_xwHJU,17
SY2EO1Meh10,17
SY3CvVHQRk4,17
SY4OvfbX5x0,24
SYFuA3xnkUE,28
SYMQ1lBzag0,20
SYdGhqZojn4,25
SYl29Lb-VNA,24
SYnprPadLxk,10
SYsi5QuOJNE,20
SYwpvfhpNJw,22
SZ5lQNPanvI,10
SZMmU4UjxGY,25
SZQhgExjBvQ,24
SZQlkyxvvXM,24
SZfMMB5wmag,26
SZrVwl3RmeA,2
S_EvPJTVzn0,17
S_IOdiORI2o,22
S_ItoF9wtEI,17
S_TLnfnCFWQ,20
S_vO9BtHSQE,20
Sa24kzEvPfk,24
Sa6UypeeA5o,17
SaOCldiwD3E,10
SaPQgjf2AQA,23
SaP_EH2m2Ys,24
SagFZkEXIJI,24
SarW9gtWoao,10
SbOp0_uv8CE,25
SbWiZOzXnz4,17
SbaUb8WX_dc,24
Sc-0S8z1jFA,1
Sc-JzUfUfHk,17
Sc4HkVWdpVg,26
ScHI1cbkUv4,28
ScHxxvKnffI,25
ScPX26pdQik,20
Sca1dFroJQU,17
Scgvq0vzlJ0,10
Sch2C_6mD_8,22
Sci9CgnmjI8,22
Scjj9VZyhXU,10
Scl5NRK7hu8,22
Scn4TW6OJW0,24
ScsFiaR6YbI,25
ScwflrlPH_4,22
Sd-ZMomi6Q0,15
Sd3DWZZcRgY,17
Sd5ZUw6Le5I,24
Sd7E_EQxy_g,20
SdG8eTqfFBQ,10
SdjS5ZgA8_U,20
Sdqcykq5yhg,17
SdrXskUnhDM,22
SdxtpwUzcp0,24
SdzoSboxank,25
Se9uoCExChE,24
SeLSz8Q3snI,10
SeOOwKr_6eI,20
SeedK7yHgqw,2
SekwIeFBfAw,1
Sen-1C2Ogwk,20
Senm9o40M_I,2
Sevhj75lj80,10
Sf6H8kSunRA,28
SfCmzNXrowg,17
SfhvLQOFzQs,24
SfpUM5Wrh2A,22
Sfw9n2ktX9k,23
Sg8JRtKC4Ms,24
SgaZdHt1DFY,22
SgevKxdYzgo,24
SgqYrgqTBig,17
Sgrjiqh6rlk,25
Sh-GfZUnPYc,22
ShFKF2YN7H0,10
ShHtQ2hSTUc,23
Sha_wRaouc4,20
Shal2xKvy4c,17
ShdVUaOBCvk,10
ShgdTo_cdC0,22
Shhlj3QVGpI,10
ShmIpoUax8s,24
ShrFHJpkCfk,19
Si5SkBPlxVA,22
SiBfCfpLTqY,24
SiDnX9oAkwo,17
SiGFxB1V2S8,22
SiLgEjleVgw,24
SiOSl3nV-S8,20
SiOYt5xiX3U,22
SiSGxf8XL8E,10
SiUUTejzUyk,17
SiYrQPyV2CU,17
SieWSyYrcWs,22
SiiRyZ2JRLU,10
Sik_gQ-tHHc,10
Simh5VftOlQ,17
Siz9ao3owwA,24
Siz_8rBXs0U,24
SjCknkzZ1pI,10
SjHHJi5Sz8s,22
SjJulcvTA7Y,28
SjKARrJwqzE,22
SjNw4yL2QaI,20
SjP5QtGYkPs,24
SjUF3Wn3flM,10
SjcFMphlLBI,25
SjkD200oIJw,24
SjmXERieW9s,10
Sjo5VPVS5Ks,22
Sjo5ue9ZTuw,24
Sjttyj0gy3I,20
Sju5wAcgMhc,24
Sjw0eGi-FAU,10
Sk0hKIVJDsg,24
SkifKunKFsU,22
SkoC-Znr6SY,25
SkrkBSnFTgc,24
Sl-rnUeMjbk,22
Sl19wcuh6lo,26
Sl30qLPwUZI,1
Sl4VInQMuiY,26
SlEE2_017jE,27
SlKjYGdGlh0,17
SlLk7-DdUgg,20
SlXc2YhrCD8,15
Sle5ASECKYc,26
SliqG_0MElo,10
SljjnQS7fsA,2
Slq9qSULrZM,22
Slt5yQVcoU0,20
Sm2JApZ0oQI,26
Sm8Y9PrwfKk,26
