video_id,category_id
60EnsmtmBvA,22
60Nt0oJUUP8,17
60Svg2jV3a4,24
60cjZnQDmSQ,26
60fbrXXIRI8,22
60fygtEDhAI,24
60g72d4Nqss,24
60sCS6eFRZo,17
60uENCDI6l4,23
6144EJIDj94,20
619-_C9gGAY,25
61AMlHqtr-w,10
61PVs2N61H0,20
61UIx6ZGvDA,17
61gYWuPkB8A,20
61isfQywheo,20
61jnLTVqLqY,24
61pqEPT3MfI,17
61rCyeFxtxo,20
61s1XNVSfiI,2
61uUQD7ETLE,26
62-iVogg5jA,10
62ASvupr8Zg,27
62EFiBrUhEI,20
62MXGnssJU0,17
62QQy5NT61g,10
62U2qxGuXQI,20
62_WhFsfXt0,20
62d-Crnj-LA,24
62jKpdDj2B0,26
62kSim5Zyag,10
62mGOYRbTDA,26
62n2LWjMqiE,17
62sM_uMa_ns,17
62tPTgpmT1U,28
62v9x_01Inc,22
636qVsBXyb0,17
638AJEXzUhc,10
63FjrdZZfp4,10
63Jv7jSxmms,17
63XYLHCK-Uw,20
63ZJ_1isyHc,24
63eJY3TUfjY,17
63oUYkovUdg,17
64-l6Koc-9k,10
64EdDxBU64I,24
64GkIX2HOMA,17
64QgYFMs4iU,25
64W2OHa3alM,20
64gQjJejOBc,24
659mSuTVuUU,26
65EmPiJeR08,24
65PZQ84B7Lo,22
65QJJI6kHYA,24
65V6FJzaJf4,20
65W9rDL8MV0,24
65ZRyGBDA2M,17
65_sRQIyynU,26
65pOsRiokzQ,20
65pnjHGmgos,24
65yHrAJhHMk,23
665JXnMyUOg,23
665lIrTe3rQ,23
666tZe0GXnI,17
66Ne5dVDfLM,10
66TYJJObd6E,10
66VKToN-TMs,24
66_hHeSUrzU,26
66d-rED5ZXM,17
66grr2cyP9o,20
66ummKC2VN4,24
66viGTEETwg,23
66x9mklmTOA,24
674SLzSUEiA,24
67IDEDn5oEc,28
67Pw56AVXmk,22
67bBqno5SCM,20
67iZoDkwZ3w,22
67mguu1vC0E,1
68EwAKRkVUA,20
68KeeTomB3U,10
68M_iqjfgOE,24
68XpdbFT3Xs,2
68i6mK1mp_w,24
690pnM_TmMw,27
691QpkR17vc,24
696y8NH4_VQ,20
69DZ8Dsm2vA,24
69I_pRhmle0,10
69Nlu9W1X2s,24
69Or111IAhw,20
69h7JSkw3Ww,20
6A7I5gnYOvM,20
6AG6hi2ojL8,24
6APVbQl2ODI,10
6AYggGaMRTQ,28
6AvkDSkAq-A,24
6B3I3qBs9P0,10
6BAMFGFXLXY,22
6BD9gEhvz0M,20
6BPnIL8dOAk,17
6Binwq50SmA,17
6Bo3Mcc-1XM,17
6Bo85iulqvo,20
6C-tMvpvIfI,22
6C0AWCrRqCM,23
6C4PQ6mHpl4,17
6CFYIOF89hc,10
6C_xFWwsCRE,23
6ClxisPJ1l0,24
6D40yXg6PtQ,1
6D9UCe0iMaU,24
6DB7zczIbNI,1
6DD9-W9z62o,25
6DO6OSq7T9c,20
6DiJaODKUmE,10
6DndjMYBEPk,24
6DqWkyfZ71E,17
6DxIcpXnLhw,23
6DxJlni5mRM,22
6EP02QRht_8,10
6ESXmk84EiI,28
6ET_bwa83jQ,10
6EYOo0b0Egw,24
6E_qaMRMpro,24
6EfwSPf0m68,20
6Eht9JGMqmY,24
6EsXyhDrpf8,17
6Eu__dm2mB4,20
6EvZF2m546k,20
6FGUTGG-NEo,24
6FHT872hT3I,20
6FIrzuYMmxs,22
6FJnvJz81sk,24
6FL_3q_KjxY,25
6FW-glAaTKU,24
6FaMaVCCqJ0,27
6FeCfLb21ds,25
6FkMfrT9KwE,24
6FoUgaADaLs,17
6FrQfONE5zk,25
6G4r4M3Qoyg,2
6G7ONJsY05A,17
6GLLB7b_63k,15
6GM9aDU_9cE,24
6GQsm9aLANM,17
6G_SrhR5E58,17
6GqaQNlaPjs,20
6H1YAQbgpGg,10
6H2uFN70wHc,24
6H4JanQgiuw,2
6HAJjMbzJQE,24
6HGMQthn7Xc,24
6HTloo5dW00,10
6HaIyP2NNLg,24
6Hf1iM6dhUU,22
6HsC9fNcZE8,23
6I6avlSIxO8,2
6IC23P_24v8,20
6IKqvK2K_bI,20
6IKvuvAiHSM,24
6IN4ZcZAUbA,25
6IRsW_TkyVA,10
6IX4LPaTB3A,24
6IY1XzAkto0,10
6Ijzs84auLs,17
6J-XwBjiPSI,17
6J-t57yWpAk,24
6JOgznu8Xso,24
6JY1UOOKTbc,2
6JfKpodapBA,24
6Jo29yZnc8w,10
6JtKkvxJiQ4,24
6Jvp-u7Gl1U,20
6K25wH9-WVg,17
6KC_mtu9TxI,10
6KEMIwyUJPA,22
6KGOPTd-uS8,10
6KGcBtSVZvM,24
6KIXzbdHt9E,24
6KZi3PviIbA,20
6KZwKwLRo2c,25
6K_oo-AeNWQ,20
6Kaoi2u37z4,25
6KdV714qSQ8,20
6KygKMm2Bk4,20
6L9zHO7FpQ0,26
6LK2u63xDMY,24
6LbWN3FVfqI,10
6Lj_JVKt-sg,25
6Ljvv3obO5Q,10
6LlVwMqtBHo,20
6LoVCUTPut4,24
6LyX40cUGjY,24
6M-i3LCUf_0,24
6M0IO4fyRoc,24
6MBT7y1Vq2Y,22
6MEYdCUfQpc,20
6MM6MbDISQI,23
6MNVcB99ghU,20
6MYWRjEOITc,17
6Mawk3qenhI,17
6MbOI5foIA4,25
6MhPzDOWpYc,17
6Mk5Mj43xIk,24
6N-Pfm_HjGE,17
6N7UOeUbuk4,17
6NMvQU9xNbo,17
6NOtF4l9i9g,22
6NSx8h5n8Iw,22
6NUAfYJTb9U,22
6NXbU2nAUD4,24
6NgQZ1yTlkU,17
6Nkq-KpE5Ko,24
6Nr5zsNW_kI,17
6NwUOGLnogI,22
6NzFD6elS2w,10
6NzZfAxPt7g,24
6O8yVeM_V-I,10
6OK_q9jLESo,28
6OV23FG3jNU,10
6OXs34F4GB0,25
6Oi43ngv0I0,22
6OuvuoPom6k,20
6P3-WbmXNPE,25
6P45prJ1V_E,10
6P5h87hF8RI,24
6P67jUS62Cc,24
6PPlJmNHF4w,26
6PTcr33AAhI,10
6PUheHAPhT8,10
6PYHzHWPrq8,10
6Pe7tgSUuNs,1
6PmNcN6TBPI,20
6Q-PneGo8Mg,17
6QDMUkIUsu4,28
6QHuJ4Ex_Gc,24
6QT9ye7yBbQ,24
6QXt1AhlYqs,24
6QgR6Tjle7g,26
6Ql1oyiAYpM,24
6R229uxg6Po,17
6RDynGSecOw,24
6RGxV6F7i5c,20
6RJAhwArslU,24
6RLNLhuLijU,10
6RY2RyRtE34,25
6RYMCWAb5Wc,10
6RZebQdHyGY,24
6Re572OYWGA,1
6RfEo1q7n7c,23
6RhzhuX9hdM,28
6RiYXI1Tfu4,27
6Rkpx2ypimk,23
6Rl5IrHp63I,10
6S1sGuyDZNE,17
6S2rz6j8w4E,28
6S8wa0Ga4YY,24
6SHnzJZqI20,24
6SKP5iMXVUM,24
6ScKsAthH-U,24
6SlKD2tfKTo,17
6Sp1liCJoEc,24
6Sr9az-fcmY,10
6SrFWSeC_eI,24
6T-GBXbAS9o,24
6TFM7qmtXqo,24
6TGZj4epcDg,10
6TIsR_7nrNc,24
6TJnWcbncRU,10
6TKfspbtlRA,17
6TKrhd1ZaZM,22
6TLcaJdsRr0,27
6TRJN4_e4tk,24
6Taz7ZzPYeI,10
6Tg8i4BhXIU,17
6TiBK04v784,1
6ToI_-Qp6VM,20
6TolbTZXDjI,1
6UCcdJNNJ6I,25
6UITwrd-P24,22
6UbiPJkc-4U,20
6UeXowExCD4,10
6UfGxGso4H4,24
6UwDXFvVuMs,25
6UxZkrPLgL8,26
6VDPmDPombs,27
6VDzezv7atU,10
6VLLK91fAeM,17
6VTXnf5XMn8,26
6VXAeSw3Upg,10
6V_XQeRBIVc,26
6Vnu5U1f17U,1
6W1N5mJW-BE,10
6WJzEzeFZo0,24
6WL2pFxJIjE,17
6WQ_j4Z-uHs,24
6WSGtws03YA,17
6Wg4_FRsjgI,24
6X-MdkEsFa0,25
6X1tk0HJBOk,24
6X3iSRonMX0,24
6XA6jnb4--w,24
6XKCezZYziw,17
6XMYsw5CLvM,22
6XNdfvgrYgA,20
6XUVq4pJoGI,24
6XV4h3eZ2dA,22
6XvFD4DGLX8,23
6XvH1clXbWs,17
6Xw8tkDk5uY,22
6XzWHshD01c,10
6Y3bYICWURQ,17
6Y8_AIC0dd0,17
6YLIOE56yOA,24
6YW7Zu9KO98,10
6YgKUZnUyak,20
6YuspbP0koQ,17
6Z0B6BP2tGM,23
6Z3eI13IN1U,17
6ZBrMJSYi_o,20
6ZCtuKvBYcw,24
6ZUPsl0EVuk,10
6Zbhvaac68Y,28
6Zf2cMtpBIY,17
6ZmWEUt0udg,20
6ZtvPrYLrAE,24
6Zvaa3D1Wsw,20
6Zvk5VG_xhU,22
6ZyGH78advQ,20
6_1WJV_1idU,22
6_6-h_34TIo,17
6_6r_DGUMhk,20
6_6zwVNn88o,27
6_75hH6tg9U,17
6_TQZsurikg,24
6_mdXb6JDLI,10
6_p3rXnYE3Y,23
6_zAmS-920I,20
6_ztMSdU5H8,24
6a1CJ3pbEI8,20
6a7jCzfLq3s,22
6aKOxuxvm0g,1
6aSKI7R-sIM,17
6abApk-3lOM,22
6af7R3-Dyzg,20
6ahA2q73Pdg,25
6akVHeJmk7c,20
6alEQGuroiM,2
6am8HtXsrHo,10
6an2z3eVJ30,24
6arcc7iIMeI,10
6b5mrpSb9Mg,1
6b9NQZZekgE,24
6bFc8z35sk0,23
6bIRpuS5e5g,20
6bN45f9NjlA,10
6bUU_58xrtc,20
6bY5_zhaun8,26
6bjyZhJV8yI,24
6bnaBnd4kyU,24
6bnqFwAf7HM,26
6btWArQOhxw,23
6cNaMJ6IiiM,19
6cPZNpCSKdw,20
6cRsXtQYqWM,17
6cW-8vnQhSY,23
6cerfpyKMYA,20
6d6NU-az8vU,27
6dAuEon-8cY,17
6dBrd6-voF0,17
6dKxSPI4A3o,20
6dLN-tuUGy0,20
6dMlot4QSUI,17
6dOqeFBvvZs,20
6dhXGl3K5zM,26
6di34z0eAaI,22
6dnqGrSKudM,1
6doIr9PgHOM,27
6dtdYVHqK4Q,22
6e0iTr95yhQ,20
6e5Fr82y1mM,25
6e6TS2Pf69M,17
6e7avTKOfXY,22
6eBS73uwVHs,23
6eKE9pf01FY,20
6eQlOq5d_90,17
6emly0PJFD8,10
6etGQxNkQ1A,20
6eyPPxywET0,1
6eykTvfB66c,10
6f-U6dGtdi0,17
6f-jjV5LJoE,2
6fBqGUaJ0tc,17
6fG8qq_T0Yw,24
6fL4SifhQ7E,25
6fRsrK8VppQ,20
6fdXsoVNJis,24
6feeOoWsYSY,20
6fhBxsjqPk4,22
6fsw4uv__Lw,25
6fxj4dF7OFI,17
6g0P65dhYsY,10
6g2BKuflJ4g,17
6g5hYH9K7mQ,26
6g6CWsyWbtU,10
6gBJJI4THsg,17
6gKDAQLWtyk,17
6gR_WOzzJtU,17
6gS_lDE_e8o,20
6g_fIdqtP4U,17
6gbT_QG75Z4,23
6gdjHOT4xpg,23
6grPmMmIr3g,10
6gsCtpXOiBs,24
6gug32P8cHs,20
6gz3DsxdY-U,10
6gzZFO1Ee_Y,22
6h4nkl0TWd4,19
6hAW5RmgYUQ,23
6hFrqovA-VU,10
6hH7LWU90Pw,20
6hYLOfy6KP8,23
6haIP0XNxnw,27
6hecXZaYTYA,20
6hgxcT2r5Mc,26
6i01tOMgBDU,10
6i4We1K0Ju4,26
6iN9BtczPnc,24
6iNyCuStiLs,23
6iezZjfWZas,28
6iidyDr1oJI,10
6ind7hW3PCQ,22
6iuwBio5EUA,10
6jBt6wWCEl0,25
6jKjB0XT-oE,10
6jfIOa_zgRc,24
6jopkSJlyOA,20
6jr5FbgNJgo,26
6jzrKbaPCpQ,17
6k5wnHLwqN8,20
6kInKGNLbBM,2
6kKfZQ8u4T8,22
6kLb8_57NQ8,20
6kPuvLqBPE4,24
6kRGuNdouy8,10
6kbT6Rc46LQ,17
6kgxwtuXHOY,23
6kksXaMOZwI,24
6knxZ8Vfcsg,17
6kqaMy1PQ4E,24
6kvmVxVAOYA,10
6l-mQTE2eS0,17
6l1NfahMkHc,23
6lGvLvtx5jw,20
6lI8hQPrfHU,17
6lIvg3JLQk0,17
6lOgh8torPA,10
6ljkNylchT8,17
6lqhhSX7Occ,17
6ltWDIioRXw,17
6m40jydFyBQ,22
6m4Eqp6JxIo,24
6m4iyob9RrQ,26
6m8957MFJa8,24
6mAF5dWZXcI,20
6mGN2p9ycqo,22
6mMt4BA7DHk,20
6mRYBrx_4l4,22
6m_K4UEjs2Y,28
6mdzWhHtK-E,17
6mmYwdP1t2s,10
6mqknjIrHxI,24
6mvSE6wgYd8,2
6n1ntwMNrI4,1
6nQ82QMD1c0,17
6nT50nEGINk,10
6nVo-KSJd_Q,24
6nYbvDvaiI4,17
6nbAAgumMsw,22
6nqkbDemQv4,23
6o56vjgBIqE,23
6oElSS8f7cA,17
6oW8NigM-24,24
6p5-y7tePOA,17
6pH4QRQObKY,10
6pHGqRoDJnI,24
6pKwWiIVVhM,24
6pQ69auh8s4,23
6pVm-j6-xN4,20
6pafHawjFDY,24
6pdfu3s-jno,20
6piRLp7BV8o,10
6pkdpJzCviY,20
6plbv2YcReE,24
6q2jqMHluaM,26
6q4XDDHGhHI,20
6q6lb_Iabdk,24
6qGUDuU9uEw,27
6qIh_OYv4RU,20
6qREk4UcxQU,22
6qdcxJLqvGA,17
6qz7X7sORs0,23
6r9inYPsLVI,24
6rcMMBCGEGg,17
6rdhpH3D2jo,2
6rhLJ6T6NDI,23
6rntjQib3SA,27
6rpZH-3j8kk,24
6s3f8Y2FLB8,26
6s6DoZWAlyM,27
6sCJ_2vAPHw,1
6sLfaGx2CeQ,17
6sTGdtJWgVU,10
6sVygZtRnik,25
6sWVU99Ni18,17
6scQRAsEMdQ,20
6sjJW5s2cwo,10
6sju7Rqnw6o,20
6sragQw1TFY,22
6st1Tb3l3Rk,24
6swmTBVI83k,10
6sxCFZ8_d84,1
6t8mcSuA0sg,10
6t9OtIwI0A8,10
6tLxv5EsszA,17
6tV8yYKsBV4,25
6tWbD8SAi8Y,24
6tYGOax8Xf0,20
6ta_sftSfIw,22
6thrzL63Kkk,24
6tkAKjCfg04,24
6txpoWHhXA8,22
6uI73b8Ktm4,10
6uMhFsKP2AQ,17
6uNMtSy9-yI,17
6uOot_Xvf_A,24
6uVA_wpPCWM,22
6uWU3uKpSaw,17
6uY4CNKNHQ4,20
6uc_huc5G24,24
6ufni8mS4Qc,23
6uhFi64RQQw,10
6v4zaYXUfjU,17
6v6HN2pm5pE,10
6vG1aPK9sRo,22
6vNh-QW6Hlc,22
6vbK6pxzhj0,24
6vdLLfCzMDI,24
6vhleFFPu_A,10
6vjNgQBxGe0,24
6vlkiKq4iC0,17
6w1g3-HXcSc,26
6w4Cgpto-G0,24
6wJ4YeZ_Nr0,26
6wQW6AI2L_s,1
6wWeAYnqOB8,17
6wd87liPqqw,15
6wfDK-7PPSI,19
6wkdv3B5300,28
6ws75JgOseI,20
6wte5I79GpI,22
6xE_P8FhsTY,24
6xT2abOB1yw,17
6x_v8prslCo,26
6xidPk37CUg,23
6xtIkKe_BfY,10
6xyLyLtroMw,20
6y00TfRmZtg,24
6y5BTGTFTmg,22
6y5zSreYsiI,24
6y8KyCX1378,20
6yGPnfTJahM,17
6yOGzzJpUT0,10
6ySZSAgxoTo,10
6z-qpRyTEtE,22
6z80837wqCg,20
6zBfVElmWfw,22
6zHegXvEwdI,28
6zL7UGz98Is,22
6zLIFrCzuHI,24
6zMRq1UnB8E,20
6zO3PvMqZn8,24
6zSDNeNxXtw,17
6zWbbB1xtvM,17
6zxXQoRxxlo,17
7--nMkSnjuc,20
7-8rmUlAyu4,17
7-Au1qAkD5w,10
7-KzlmniLE0,1
7-fnVfKtZHw,23
7-h8qMTWufk,24
7-lWzQd_xeQ,10
7-oUbC4WkkE,24
7-r1CIl39Dw,10
7-wt-Ouj1cY,24
700rLysz88s,10
707Rhr-QD3Y,24
70Cr1_Ff4T4,17
70E8nsUtR0E,23
70Mu7S4fATg,24
70OUezmkAJQ,24
70QDhd7YTUw,20
70Q_mEZmXUk,10
70X6UESju9o,10
70Z_y0lwa14,24
70dm3WzNuss,24
71-3Em5Ba9c,25
714hf-xt4Vs,22
714jU-ZDCiI,25
71G09VLDFwE,17
71GAtahs79I,17
71HvkK2yhh0,24
71JXWltqrOM,24
71b0puDfGpc,1
71m3SDGa220,28
71nK8p-WtUc,10
72DPLPMIc2o,20
72agGC5b_Yo,10
72nr0v5fZl8,22
72r--jsLuus,24
72vNicU1bTg,17
72z7sr2ZLJs,25
736B8nwsojo,26
73XP2e9TSdo,22
73akzobLE3Q,25
73gmuLAAbP4,22
73gy-qFcllM,2
73no6Ug-Vzg,22
73qR9pdlsAo,24
74-itig69FQ,23
742iuFwfz3k,1
74EvjwlP9jE,24
74LaDIdx64c,26
74ZSIJk2pcg,17
74bM5geGViM,17
74fG-8jPsRw,24
74y91YUnC90,24
755b8j5OAqE,17
758FpLhJzxQ,22
75DlnMlMgIQ,20
75RBHRobujY,17
75ZmWyEvQPU,17
75g1eoPFCYE,10
75yLWfqDTIU,20
763nugNvWgQ,10
763uRYn0KYI,24
76CK562nFFs,22
76F6EjwxCng,20
76G0GxT7DAQ,17
76MsHPKUJsk,17
76MtLFPpExc,20
76PxCQoO_gc,24
76U3yR-hYMU,17
76UCwXx9TZU,17
76W0Whfuoc0,17
76Y2CCEzPgE,25
76e6D_GIEVk,24
76wKj97gg5Q,24
76yu124i3Bo,2
7715OMFyqtA,20
778G2_oCtcU,17
77LnJ7CYUBI,10
77UjCH2yoqc,28
77eDA7tdXlc,2
77gTTB4_gvA,10
77hrMO0ZarU,20
77mRU6soIeo,22
77spU_poTEk,20
77tHsfbacl4,22
77ybdSzqvlk,24
77yrkslnIR8,22
782ZMaWikIk,24
78B33Xbn3dA,20
78OjlZglWnM,1
78PEjhJM4jA,24
78SnPpSBXMo,24
78VPA42BaG0,26
78ZD05_wbqk,10
78f-AcTV3jk,20
78h3nr6Yu1U,17
78s9vg7_klI,2
798vylI5tTY,10
79EQGOK0qA8,17
79gc9y4Ffjg,17
79l7VfajXmE,24
79rSnkxlTw8,10
79uRgHoEgbg,24
7A5u0Bdhm1U,24
7AS9r_E0PY4,10
7AfK-A7WsZ8,17
7AnKfDFqVPA,25
7AysYQUR8us,20
7Azv0G85lh8,10
7B1MiHJKIlo,22
7BBkD5JfcuQ,24
7BFHJJO6FaU,22
7BKtMceoGT8,10
7BT23WEQ1Pg,23
7BTzLet0uIg,26
7Bq-Jq8IkTQ,28
7Byfce-oLF8,24
7C2SUe7cDiM,24
7C5kuKvYYF0,26
7CFhhZhqy_U,25
7CO-gpqF7yo,24
7CY9S78Ekew,17
7CZ216Spzpc,17
7CaEVem5gU4,24
7CfYpZCHJQw,23
7CpICazCYWc,24
7D0F1lSvGi0,2
7DCILIZAGIc,25
7DK21k2Vj0o,24
7DQ-M5VR5M8,17
7DXa3I1VJE8,24
7D_gPNWQxGU,24
7DbCHELpue0,25
7DhcKvhKRrA,20
7DvIDmu704E,24
7DxWtt37bPk,10
7DykF8CrFLk,20
7EIZxY_NWRY,24
7EN6gcYOvfg,17
7ER5EsgwuaU,24
7EUVJaKJtBY,10
7EfoLLr9d9c,24
7EslppP--_I,22
7F-zuPDZ44E,23
7F2KJpLElr8,24
7F3jDSd8SCg,22
7FGHHYob6qg,20
7FWS98aj0Lw,22
7FWwjVHMgEU,24
7FZ029ujPss,17
7F_iz7ucNmM,24
7Fj8zLwyjC8,10
7Flj1dCsl14,22
7FnbZGoMig0,10
7FvwxYfjdKE,10
7G60-fizjfE,24
7G7-Lezu6XM,22
7GMObOYSt_c,17
7GV8zZd23KU,17
7GlQKMyXNik,20
7GlqXNvFoPA,24
7Gn7Re9IozE,23
7GswyWHcOjQ,20
7GvqsDk1Hwg,17
7H603bazYlY,17
7H7Z1vIs8bs,10
7HXqZQ3kyug,20
7H_HJf7Rm3g,20
7HnaT01rteg,24
7HpRK8EX-90,20
7Hwab45Qq78,24
7HzbOLrG9NY,23
7INAu0xv3sk,10
7IkREi2f6XM,22
7IkpK2Y4vo8,2
7Ikvci6aZmE,24
7IpP6j7je5A,10
7J52mDjZzto,28
7J6kCP9u8zA,17
7J8vyrkqPyE,23
7JG0-0IUUvg,24
7JJC1f2Ceis,24
7JKSzj_vXOc,20
7JTb2vf1OQQ,23
7JYN2GwM360,24
7J_hGLAofc8,17
7Jbtl9JTOHQ,20
7Jnu14Ke-54,20
7Jy7Rj0UOxE,24
7K6xPGMQdwo,20
7K9-NG9tCXk,17
7KDwhUm8vnY,24
7KTDR2frhLk,24
7KWK3lD5gRY,20
7KaS3RZYWbo,24
7Kp5UthSnF8,20
7Kuwwta_Mms,10
7L-rDDGpYs0,20
7L5nsg2eqQw,24
7LCWrT2M6Kk,24
7LSriMwnHxs,2
7LTg2wnxhUs,26
7LW2gjG7Kjs,23
7LXg77AwM5Q,24
7LaxOQbCnyQ,24
7LvOtUjIxKw,10
7LxsMWsUxjs,10
7M4EwGf-lH0,10
7M81yt0eyZU,20
7MVY_M6SaU4,17
7MacBC8cLjg,10
7Mo932dwAZA,10
7MpElbV9p4g,20
7N5tSqByRxo,10
7N7WP-8KHSQ,17
7N8bSoyCDeg,24
7NFCfOc-ErQ,20
7NKVThOGLXc,24
7NNrSDrws7M,24
7NU-STboFeI,24
7NbqetcG588,24
7O8altr5uds,10
7OEf12TqmBc,1
7OHolAp_pEg,24
7OQOpYSMAhY,24
7OT5_5Umv9Y,20
7OWk4QbYVak,19
7OmMJTwFj0c,20
7OpM_zKGE4o,28
7P1ScSYSaeg,23
7PGGgGoOdFg,17
7PWeg3NLBXg,24
7PWncsmDBWY,10
7PgsVtPCwgU,24
7PiSWwon2kI,28
7PkTbhzba2k,17
7Q-u_Go8K5s,23
7QJPCIBgV5g,22
7Q_dhe9f5gQ,25
7QfFogo9WTc,24
7QflhiVENLQ,26
7QhM7LEqG28,26
7QtsM7vmkyY,24
7RIO-Aqb7_w,23
7RJbsbSF4jA,10
7RKX8F3ziJ0,24
7Rd7VZq3bAw,22
7RwGGlh6om4,25
7S-HvrqsQoY,25
7S1Z6ya49bY,24
7S7D6xxK6Go,22
7SMkLVoF8Oc,25
7SVtwa_u6XM,24
7Se-InNjUTQ,20
7Shn-TJaOrQ,20
7Sn0EUgOW9I,17
7SsrVGHJvaA,22
7SyDWvFSlpA,24
7Sz88aUKs8c,10
7T3SC-Z4bp8,2
7TBPrYJDoDE,20
7TDZdB0QtcQ,24
7TFlEXptlgE,17
7TcvY_IBG04,24
7TygWvJXi4c,10
7U5HTRbcsm4,22
7U6YORr-w7U,23
7UHmH5Dmsg4,17
7UJppqooed8,17
7UOsMORE9DQ,10
7UYOkOsOj1M,1
7Upk5NgTUX0,17
7UuntQ1GLeA,24
7UuwbX1VP3E,17
7V3FOEOxxpg,22
7V4oag3R50k,24
7VD43CUWOGg,19
7VGu2ngXhP4,22
7VI4I8Z4Ax0,28
7VI58bBRlBs,24
7ViIny2YZH0,10
7VmViQZ5ghA,23
7VrfrLOfjzU,10
7Vuq-9uEE5s,24
7W-d6XQgLqQ,20
7WC0fchsQL8,20
7WDGwJYcQk8,20
7WZqloTpXFQ,24
7WalqydGwk8,10
7WlFMeYpfiI,17
7WwRgd01XIw,22
7X9JS6cKZLQ,28
7XGPw8Czfoo,17
7XXHMmIm-YA,20
7XnJeTRr6Q4,17
7XthJZrzXgY,24
7Xu4gplAUCc,2
7XvVaeVdPnQ,22
7Y4a9jKd2X0,1
7YCjkYeE2xQ,10
7YmblSFXO5A,24
7Yo2XVk4foc,22
7Ytu_WaLi8s,10
7Yw-s0INT4w,25
7YwfApXpdJE,22
7YxFmBFnxNU,10
7Z5Y_p9ow4w,17
7Z68kcPA2Fk,17
7ZI3DTJo95I,22
7ZMcPRATYzA,17
7Zjw0x9ewfU,24
7Zn7MasWpds,28
7ZvH81BtVW8,24
7_15tkcbYG4,2
7_NvshNj_Ig,17
7_OVmncBwsM,24
7_Su3bBGXzw,10
7_cXxEbR_pA,10
7_ivjj9OuoU,20
7_qsV3wUKiU,24
7a2qYgABxq8,20
7aKoKEOtHdw,17
7aNTTPx3OaQ,24
7afzTuvrReA,24
7ah9rL261G0,17
7ahHUgxTMHg,17
7ahVOf4w_O0,24
7anPQn45WNQ,24
7atZfX85nd4,28
7b5SDFzCXVk,24
7b9XK6VLnkU,17
7bBJQMhc0LY,24
7bDtD6bowww,10
7bN6M88LJEc,24
7bS7HN1Dmjo,20
7bbyfAsSlho,17
7bmYRN05IxI,1
7c5cuGITVac,20
7cACJbIJjv0,20
7cBAcMKxheI,24
7cKZwHVVvPs,24
7ciI9ICctyI,17
7clgQLneouU,24
7d-0JrmlAig,20
7d-t0cJ_HQ0,24
7d1VxTYK6TQ,27
7dC9_K0dz48,22
7dZmeh_28Eo,25
7dmB1_g1GN0,22
7dnI3btuvlM,24
7e-rVddwUts,23
7e3rEbk8C4U,10
7eQG8mRlYHM,26
7eR-A9YHf5s,17
7eWXT7ovCKI,22
7eakWSv2zhM,17
7ekEvBPUsog,24
7eqEIp6H7gI,20
7erD56xKJaM,24
7ez9mg6lOrM,24
7f2ktKoM4Jg,25
7f79ljSxboM,17
7f7ReYaqV6I,17
7fAjdq36k0o,24
7fFIT4ouNw4,20
7fHOCUg0B-g,26
7fUNPLWkykI,24
7fcqhU-23TA,25
7fdR7nIr1Pk,17
7fiR_TMpIU0,20
7fjonZguBaY,24
7fqg6KGBeyU,24
7fsyl-csMyM,22
7fwK1nHsvbY,17
7g0oEVP1huA,22
7gMrbFd492w,17
7gO078bYuDU,24
7gSWx197lHk,17
7gVNNPv8w4Q,10
7gZ1rmT-6-o,22
7g_RmsyPIxM,22
7gaBTHOxrnw,17
7gfpffGUp3g,17
7giqimXxtJU,20
7glGoJh6t0E,24
7gryo7o0LLE,22
7guo_9FY8_4,20
7h1OFCrsPZA,10
7hZdOGB7Tgk,24
7hg2MKPbP40,24
7hyHIZ5X0GY,17
7hzy0D0-11U,17
7iBcFUA5FbE,24
7iTPQdLBu9Q,27
7iW_N3lPNZE,17
7ibPVMHyBLA,17
7iuzi21AI4M,23
7iv7lJ3l0vo,27
7j1BwoZF7zI,25
7jKze614bT0,24
7jUUse6b17c,24
7j_mMa1TShA,27
7jckbhixp_w,10
7jhO0lfnDQU,10
7jmjr1ctP8w,24
7jwstJhmVZo,20
7k7mYBJZgpQ,20
7kAumCY-dG4,22
7kCqaEpmMHc,17
7kOIXnmbUBc,24
7khV7Rvlerg,22
7kizdVNPcLo,24
7knr1TT593k,24
7kq-9sT9Ehw,20
7kspm6wDlVY,20
7kwAPr5G6WA,28
7kyf7oyinB8,17
7l52hkYTCO8,24
7lCcL1XuM7s,24
7lCpTHZkvnc,10
7lMjb7Mxr7o,17
7lY0QLPzRF8,24
7lh_E1ohGNQ,20
7lkER9Qi-tE,26
7lkrFlvtBWE,17
7lsn7Wk5Xpg,17
7lvw1-ltYpQ,17
7m2cqkSF4E8,10
7mA_dwe8SWg,17
7mH-ug3Dgo8,17
7mQlatBWZRU,22
7mbe8jVysKE,20
7mgY9iE1BwQ,17
7mheL5TQjTk,10
7mnRf_rJPVI,1
7muJAQXQxOA,17
7myKsQkn3bs,24
7mzushAOM88,1
7nKk3mAYd3s,20
7nYqp1AMdtM,24
7ns79MgJJQY,20
7nxsT-dey20,17
7nzNbEbBaSg,24
7o-GCnnYQbc,17
7o7xpyvibuY,24
7o9mRta9ZkQ,25
7oJ_pIaSRtQ,26
7oOHJgT6Jpc,24
7oSjQfwSh_4,10
7ocFghGFDNE,17
7oi7C7LI7vY,24
